{1948, 0.0341545739730762}
{1948.25, 0.030888784993747587}
{1948.5, 0.03304657537854864}
{1948.75, 0.034231386071097325}
{1949., 0.03816825347751658}
{1949.25, 0.040699889864405904}
{1949.5, 0.04280134509827086}
{1949.75, 0.040307526453856414}
{1950., 0.0337773957968804}
{1950.25, 0.03249144181519784}
{1950.5, 0.028749002932624796}
{1950.75, 0.031052335195315472}
{1951., 0.02892440320421067}
{1951.25, 0.02850497740706089}
{1951.5, 0.031145520701183184}
{1951.75, 0.02805582227145135}
{1952., 0.029881430598509562}
{1952.25, 0.03004314680832191}
{1952.5, 0.02875178647805728}
{1952.75, 0.02575564995103785}
{1953., 0.02779881666213139}
{1953.25, 0.024622730840358077}
{1953.5, 0.029073668291234513}
{1953.75, 0.03587226055520461}
{1954., 0.037250704360271815}
{1954.25, 0.03496004721887369}
{1954.5, 0.03364985614396672}
{1954.75, 0.031226207442262267}
{1955., 0.026723974303859827}
{1955.25, 0.0287798024846941}
{1955.5, 0.030640135497881915}
{1955.75, 0.029308642826014454}
{1956., 0.03014887528704139}
{1956.25, 0.03168094487167335}
{1956.5, 0.02972005552953801}
{1956.75, 0.03051595475315801}
{1957., 0.027790095596519127}
{1957.25, 0.029428175257112128}
{1957.5, 0.02979782458134413}
{1957.75, 0.03221956281977818}
{1958., 0.03691260121243848}
{1958.25, 0.035078974096361695}
{1958.5, 0.03267537579645004}
{1958.75, 0.0318096469922657}
{1959., 0.030055186922121536}
{1959.25, 0.03071237592618762}
{1959.5, 0.032564628078578184}
{1959.75, 0.03407924365847155}
{1960., 0.03234942222558046}
{1960.25, 0.03412547494218987}
{1960.5, 0.033185727423959754}
{1960.75, 0.036287653128738454}
{1961., 0.03526193587542255}
{1961.25, 0.03336346358968034}
{1961.5, 0.03420895139700471}
{1961.75, 0.03282874874406168}
{1962., 0.031193381098996942}
{1962.25, 0.030147112379877807}
{1962.5, 0.032911092490835306}
{1962.75, 0.03389212475023991}
{1963., 0.0335831959330302}
{1963.25, 0.03349407145496737}
{1963.5, 0.0323421524180922}
{1963.75, 0.03453576651233081}
{1964., 0.03337615087597116}
{1964.25, 0.03071938465992648}
{1964.5, 0.03255354449976973}
{1964.75, 0.030888508020492884}
{1965., 0.032986088953801465}
{1965.25, 0.032093422217560875}
{1965.5, 0.030544517525680027}
{1965.75, 0.02853499458569338}
{1966., 0.030205216151643288}
{1966.25, 0.032674750427799694}
{1966.5, 0.03102761675908235}
{1966.75, 0.029866184485019615}
{1967., 0.030550564358406786}
{1967.25, 0.031823395940774435}
{1967.5, 0.031591556964792766}
{1967.75, 0.02995308150298411}
{1968., 0.03094678133864892}
{1968.25, 0.03183467682759137}
{1968.5, 0.03040320660827252}
{1968.75, 0.0298382176555911}
{1969., 0.02922563552064224}
{1969.25, 0.03194590787230515}
{1969.5, 0.03189056825533391}
{1969.75, 0.03002943247813098}
{1970., 0.03602593039089459}
{1970.25, 0.03681553975206586}
{1970.5, 0.03910008149849812}
{1970.75, 0.038853328020149215}
{1971., 0.035794470709058016}
{1971.25, 0.03613039673336138}
{1971.5, 0.03767001859218481}
{1971.75, 0.03766009010289243}
{1972., 0.035496067900115016}
{1972.25, 0.03588989300451406}
{1972.5, 0.037705454759258974}
{1972.75, 0.03359164174745488}
{1973., 0.03587837569239619}
{1973.25, 0.03743658989960256}
{1973.5, 0.03550647350717954}
{1973.75, 0.036971248141046055}
{1974., 0.0380356961744495}
{1974.25, 0.03886348807736291}
{1974.5, 0.041518480775715405}
{1974.75, 0.04609791015450293}
{1975., 0.04307960532100075}
{1975.25, 0.04165539711250983}
{1975.5, 0.040918303166840864}
{1975.75, 0.038707523038999304}
{1976., 0.0394335681534134}
{1976.25, 0.0398546966787023}
{1976.5, 0.04070261930339676}
{1976.75, 0.03991597611276376}
{1977., 0.042232496779988526}
{1977.25, 0.040588778775930145}
{1977.5, 0.03988403157060694}
{1977.75, 0.03890348772307043}
{1978., 0.03861393190655078}
{1978.25, 0.04013904473086016}
{1978.5, 0.03971246578487764}
{1978.75, 0.0391883626552576}
{1979., 0.03913487363320626}
{1979.25, 0.03915272895246942}
{1979.5, 0.04189035213483357}
{1979.75, 0.04101653251802532}
{1980., 0.041550999569391824}
{1980.25, 0.0451265147014871}
{1980.5, 0.041553688460618646}
{1980.75, 0.040126117654710004}
{1981., 0.04121406625328661}
{1981.25, 0.042105474078866736}
{1981.5, 0.04349723831476156}
{1981.75, 0.04877065071873972}
{1982., 0.04766220101106555}
{1982.25, 0.04588953140484753}
{1982.5, 0.04681442755869573}
{1982.75, 0.0459525942925475}
{1983., 0.04262576310907713}
{1983.25, 0.04248163801511288}
{1983.5, 0.043514271000416674}
{1983.75, 0.04050289728835754}
{1984., 0.039918002819684974}
{1984.25, 0.03883842626083307}
{1984.5, 0.04117619909326638}
{1984.75, 0.04157620823235897}
{1985., 0.041616267859592715}
{1985.25, 0.04188629629580243}
{1985.5, 0.04101245132353781}
{1985.75, 0.04040183026299067}
{1986., 0.041209195361812036}
{1986.25, 0.040714823997356445}
{1986.5, 0.03945282553838876}
{1986.75, 0.038685886419165184}
{1987., 0.03799624371016811}
{1987.25, 0.037346024425019}
{1987.5, 0.03712668651323595}
{1987.75, 0.03636246429680552}
{1988., 0.03540312163139114}
{1988.25, 0.03522917279211868}
{1988.5, 0.036242431664863586}
{1988.75, 0.034983894717877474}
{1989., 0.03618396415456463}
{1989.25, 0.03652943137786028}
{1989.5, 0.03611454161898249}
{1989.75, 0.03673316290627478}
{1990., 0.03638061551049228}
{1990.25, 0.03513882014512626}
{1990.5, 0.03611721133938387}
{1990.75, 0.037347842642192375}
{1991., 0.037523740998182856}
{1991.25, 0.03713298200499585}
{1991.5, 0.03667174894646674}
{1991.75, 0.035828807437711586}
{1992., 0.034130771805947924}
{1992.25, 0.03508608078852904}
{1992.5, 0.03498341843812236}
{1992.75, 0.033202965555226095}
{1993., 0.034600899071917435}
{1993.25, 0.033606174550686777}
{1993.5, 0.032754066864514465}
{1993.75, 0.032513837429013995}
{1994., 0.03335795230684631}
{1994.25, 0.03472495729848183}
{1994.5, 0.03225771637501469}
{1994.75, 0.032324815089650384}
{1995., 0.03315696524099624}
{1995.25, 0.03376892488607493}
{1995.5, 0.033459701034115066}
{1995.75, 0.034103915926832776}
{1996., 0.032060920070951404}
{1996.25, 0.03329453853570803}
{1996.5, 0.032803013791212046}
{1996.75, 0.034034341968023865}
{1997., 0.03170049548401969}
{1997.25, 0.03151546564754078}
{1997.5, 0.031058475233837052}
{1997.75, 0.030423184237869084}
{1998., 0.03311203462935478}
{1998.25, 0.03169901381042021}
{1998.5, 0.032582517824620474}
{1998.75, 0.029120639493996604}
{1999., 0.02982171519665951}
{1999.25, 0.029382505847812324}
{1999.5, 0.029465647427427445}
{1999.75, 0.03225343887566845}
{2000., 0.028795026514547496}
{2000.25, 0.030045649687180227}
{2000.5, 0.029914177484090976}
{2000.75, 0.029833622675910977}
{2001., 0.031817007260284504}
{2001.25, 0.028998096595806544}
{2001.5, 0.03245656675993065}
{2001.75, 0.03176685529265562}
{2002., 0.03171564400200233}
{2002.25, 0.031354064028074724}
{2002.5, 0.029449052591715597}
{2002.75, 0.029058939324639356}
{2003., 0.030019659065269228}
{2003.25, 0.02885612882795563}
{2003.5, 0.026085891638232418}
{2003.75, 0.027225357064521893}
{2004., 0.026297423988011714}
{2004.25, 0.028344294627829725}
{2004.5, 0.026543707696116803}
{2004.75, 0.027552406829836652}
{2005., 0.028152181392957387}
{2005.25, 0.027215410149981224}
{2005.5, 0.027499018064677767}
{2005.75, 0.027570476334581873}
{2006., 0.02603064375568176}
{2006.25, 0.02655895007316389}
{2006.5, 0.02659601721344621}
{2006.75, 0.02520463422327668}
{2007., 0.02399619444586191}
